appID,scores,name,owners,initialprice,discount,genre,percentPos,hasMult,numLang,avMedDiff,sameDevPub
10,0.75340451,Counter-Strike,"10,000,000 .. 20,000,000",999,0,Action,0.974753988,TRUE,8,11113,TRUE
1007040,0.776889888,EARTH DEFENSE FORCE 5,"200,000 .. 500,000",5999,0,Action,0.948122338,TRUE,4,-1547,FALSE
10090,0.833960698,Call of Duty: World at War,"2,000,000 .. 5,000,000",1999,0,Action,0.933095911,TRUE,5,1135,FALSE
1009850,0.874737201,OVR Advanced Settings,"200,000 .. 500,000",0,0,Other,0.949943117,FALSE,1,0,TRUE
1011510,0.874280973,Wizard And Minion Idle,"50,000 .. 100,000",0,0,Other,0.909638554,FALSE,1,0,TRUE
1013320,0.835447467,Firestone Idle RPG,"200,000 .. 500,000",0,0,Adventure,0.799210378,TRUE,16,-3858,TRUE
1017100,0.436579774,Territory Idle,"100,000 .. 200,000",0,0,Other,0.815139442,FALSE,2,0,TRUE
1017180,0.791608934,The Long Drive,"200,000 .. 500,000",1199,0,Action,0.902780639,FALSE,1,-461,TRUE
1017900,0.869335817,Age of Empires: Definitive Edition,"500,000 .. 1,000,000",1999,0,Strategy,0.820990943,TRUE,13,-24,FALSE
10180,0.893920059,Call of Duty: Modern Warfare 2,"200,000 .. 500,000",1999,0,Action,0.92678857,TRUE,5,770,FALSE
10190,0.943634656,Call of Duty: Modern Warfare 2,"5,000,000 .. 10,000,000",1999,0,Action,0.916064464,TRUE,5,3945,FALSE
1022450,0.914978051,War Selection,"500,000 .. 1,000,000",0,0,Other,0.870959378,TRUE,14,0,TRUE
1029550,0.936254427,Torque Drift,"200,000 .. 500,000",0,0,Other,0.650229837,TRUE,10,16,TRUE
1030830,0.908739517,Mafia II: Definitive Edition,"500,000 .. 1,000,000",2999,67,Action,0.679223744,FALSE,13,225,FALSE
1041320,0.940260132,Lords Mobile,"200,000 .. 500,000",0,0,Massively Multiplayer,0.691282942,TRUE,18,-9180,TRUE
1042550,0.560302727,Digimon Story Cyber Sleuth: Complete Edition,"100,000 .. 200,000",4999,0,RPG,0.920762712,TRUE,5,-218,FALSE
1042800,0.747730354,"Warhammer 40,000: Inquisitor - Prophecy","100,000 .. 200,000",2499,0,Action,0.796653797,TRUE,10,-316,TRUE
1046930,0.701929167,Dota Underlords,"5,000,000 .. 10,000,000",0,0,Casual,0.829896199,TRUE,28,1393,TRUE
10500,0.892569238,Total War: EMPIRE – Definitive Edition,"2,000,000 .. 5,000,000",2499,0,Strategy,0.907561704,TRUE,8,3355,FALSE
105450,0.857649726,Age of Empires III (2007),"2,000,000 .. 5,000,000",3999,0,Simulation,0.906683567,TRUE,5,879,FALSE
1057090,0.788752891,Ori and the Will of the Wisps,"2,000,000 .. 5,000,000",2999,0,Action,0.96336013,FALSE,21,85,FALSE
1066780,0.828632962,Transport Fever 2,"200,000 .. 500,000",3999,0,Simulation,0.870869961,FALSE,10,1393,FALSE
1066890,0.911612372,Automobilista 2,"100,000 .. 200,000",3999,0,Other,0.88273829,FALSE,6,0,TRUE
1068820,0.938356866,OVR Toolkit,"200,000 .. 500,000",1199,0,Other,0.900914634,FALSE,13,-5065,TRUE
1072040,0.843605932,Panzer Corps 2,"50,000 .. 100,000",3999,0,Strategy,0.814184397,TRUE,8,0,FALSE
1072420,0.723379887,DRAGON QUEST BUILDERS 2,"100,000 .. 200,000",4999,0,Action,0.906681767,TRUE,9,-694,FALSE
107410,0.856018957,Arma 3,"5,000,000 .. 10,000,000",2999,0,Action,0.903506039,TRUE,14,14417,TRUE
1080110,0.87375112,F1 2020,"500,000 .. 1,000,000",5999,0,Other,0.932235686,TRUE,11,1668,FALSE
108200,0.866103091,Ticket to Ride,"500,000 .. 1,000,000",999,0,Casual,0.896980932,TRUE,5,45,FALSE
1085660,0.85937224,Destiny 2,"10,000,000 .. 20,000,000",0,0,Action,0.849049005,TRUE,13,6303,TRUE
108600,0.752199375,Project Zomboid,"1,000,000 .. 2,000,000",1499,0,Other,0.897503379,TRUE,17,954,TRUE
1087280,0.80776125,Out of the Park Baseball 21,"50,000 .. 100,000",1999,0,Other,0.916561315,FALSE,1,0,TRUE
